# id,beta
1442,3.86119
1443,3.86119
1444,3.86119
1445,3.86119
1446,1.45852
1447,1.45852
1448,3.25201
1449,3.25201
1450,3.25201
1451,3.25201
1452,1.51213
1453,1.51213
1454,3.25201
1455,3.25201
1456,3.25201
1457,0.76374
1458,0.76374
1459,0.87372
1460,1.12405
1461,1.04479
1462,1.21402
1463,3.32367
1464,3.32367
1465,3.32367
1466,3.32367
1467,1.52022
1468,3.32367
1469,3.32367
1470,1.52022
1471,3.32367
1472,3.32367
1473,3.32367
1474,3.32367
1475,1.49991
1476,3.32367
1477,3.32367
1478,1.10183
1479,3.32367
1480,3.32367
1481,3.32367
1482,3.32367
1483,3.32367
1484,3.32367
1485,3.32367
1486,3.32367
1487,1.52022
1488,3.32367
1489,3.32367
1490,1.52022
1491,1.52022
1492,3.32367
1493,2.38718
1494,4.24239
1495,4.24239
1496,4.24239
1497,4.24239
1498,2.38718
1499,4.24239
1500,4.24239
1501,4.24239
1502,2.38718
1503,2.38718
1504,4.24239
1505,2.38718
1506,4.24239
1507,2.38718
1508,4.24239
1509,2.38718
1510,4.24239
1511,2.38718
1512,1.16236
1513,2.38718
1514,2.38718
1515,2.38718
1516,4.24239
1517,3.49396
1518,3.49396
1519,3.49396
1520,3.49396
1521,3.49396
1522,3.49396
1523,3.49396
1524,3.49396
1525,3.49396
1526,3.49396
1527,3.49396
1528,1.65660
1529,3.43949
1530,3.43949
1531,3.43949
1532,3.43949
1533,3.43949
1534,3.43949
1535,3.32638
1536,3.43949
1537,3.43949
1538,3.43949
1539,3.43949
1540,3.43949
1541,3.43949
1542,3.43949
1543,3.43949
1544,3.43949
1545,3.43949
1546,1.27791
1547,3.43949
1548,1.58703
1549,0.74819
1550,3.43949
1551,3.43949
1552,1.61104
1553,3.41709
1554,3.41709
1555,3.41709
1556,3.41709
1557,3.41709
1558,3.41709
1559,3.41709
1560,3.41709
1561,3.41709
1562,3.41709
1563,3.41709
1564,3.41709
1565,3.41709
1566,3.41709
1567,3.41709
1568,3.41709
1569,3.41709
1570,3.72942
1571,3.72942
1572,3.72942
1573,3.72942
1574,3.72942
1575,4.62713
1576,4.62713
1577,4.62713
1578,4.62713
1579,4.62713
1580,2.39296
1581,4.62713
1582,4.62713
1583,4.21357
1584,4.62713
1585,4.21357
1586,0.72154
1587,2.23201
1588,1.35384
1589,2.61914
1590,1.60033
1591,0.72397
1592,4.62713
1593,1.35384
1594,1.60033
1595,2.39296
1596,4.62713
1597,4.62713
1598,4.62713
1599,3.69292
1600,3.69292
